Class	Sub-class	Name	Role	Reaction	DRAM	Prokka	RASTtk	Intersection	2+ Annotations	Priority List	Majority Rule	Union	Bayesian Pangenome Core
Amino Acids and Derivatives	Alanine, serine, and glycine	Glycine_and_Serine_Utilization	Aminomethyltransferase (glycine cleavage system T protein) (EC 2.1.2.10)	rxn06600	1	1	1	1	1	1	1	1	0
Amino Acids and Derivatives	Alanine, serine, and glycine	Glycine_and_Serine_Utilization	Cystathionine gamma-lyase (EC 4.4.1.1)	rxn00566	1	0	1	0	0	1	1	1	0
Amino Acids and Derivatives	Alanine, serine, and glycine	Glycine_and_Serine_Utilization	D-3-phosphoglycerate dehydrogenase (EC 1.1.1.95)	rxn01101	1	1	1	1	1	1	1	1	0
Amino Acids and Derivatives	Alanine, serine, and glycine	Glycine_and_Serine_Utilization	D-serine/D-alanine/glycine transporter	rxn05307	1	1	1	1	1	1	1	1	0
Amino Acids and Derivatives	Alanine, serine, and glycine	Glycine_and_Serine_Utilization	D-serine/D-alanine/glycine transporter	rxn05494	0	0	0	0	0	1	1	1	0
Amino Acids and Derivatives	Alanine, serine, and glycine	Glycine_and_Serine_Utilization	D-serine/D-alanine/glycine transporter	rxn05582	1	1	1	1	1	1	1	1	0
Amino Acids and Derivatives	Alanine, serine, and glycine	Glycine_and_Serine_Utilization	Glycerate kinase (EC 2.7.1.31)	rxn01102	1	0	1	0	0	1	0	1	0
Amino Acids and Derivatives	Alanine, serine, and glycine	Glycine_and_Serine_Utilization	Glycine cleavage system H protein	rxn06493	1	1	1	0	1	0	1	1	0
Amino Acids and Derivatives	Alanine, serine, and glycine	Glycine_and_Serine_Utilization	Glycine cleavage system H protein	rxn06600	1	1	1	1	1	1	1	1	0
Amino Acids and Derivatives	Alanine, serine, and glycine	Glycine_and_Serine_Utilization	Glycine dehydrogenase [decarboxylating] (glycine cleavage system P protein) (EC 1.4.4.2)	rxn06377	1	1	1	1	1	1	1	1	0
Amino Acids and Derivatives	Alanine, serine, and glycine	Glycine_and_Serine_Utilization	Glycine dehydrogenase [decarboxylating] (glycine cleavage system P protein) (EC 1.4.4.2)	rxn06493	1	1	1	0	1	0	1	1	0
Amino Acids and Derivatives	Alanine, serine, and glycine	Glycine_and_Serine_Utilization	Glycine dehydrogenase [decarboxylating] (glycine cleavage system P1 protein) (EC 1.4.4.2)	rxn06377	1	1	1	1	1	1	1	1	0
Amino Acids and Derivatives	Alanine, serine, and glycine	Glycine_and_Serine_Utilization	Glycine dehydrogenase [decarboxylating] (glycine cleavage system P1 protein) (EC 1.4.4.2)	rxn06493	1	1	1	0	1	0	1	1	0
Amino Acids and Derivatives	Alanine, serine, and glycine	Glycine_and_Serine_Utilization	Glycine dehydrogenase [decarboxylating] (glycine cleavage system P2 protein) (EC 1.4.4.2)	rxn06377	1	1	1	1	1	1	1	1	0
Amino Acids and Derivatives	Alanine, serine, and glycine	Glycine_and_Serine_Utilization	Glycine dehydrogenase [decarboxylating] (glycine cleavage system P2 protein) (EC 1.4.4.2)	rxn06493	1	1	1	0	1	0	1	1	0
Amino Acids and Derivatives	Alanine, serine, and glycine	Glycine_and_Serine_Utilization	L-serine dehydratase (EC 4.3.1.17)	rxn00165	1	1	1	1	1	1	1	1	0
Amino Acids and Derivatives	Alanine, serine, and glycine	Glycine_and_Serine_Utilization	L-serine dehydratase 1 (EC 4.3.1.17)	rxn00165	1	1	1	1	1	1	1	1	0
Amino Acids and Derivatives	Alanine, serine, and glycine	Glycine_and_Serine_Utilization	L-serine dehydratase 1 (EC 4.3.1.17)	rxn00737	1	1	1	1	1	1	1	1	0
Amino Acids and Derivatives	Alanine, serine, and glycine	Glycine_and_Serine_Utilization	L-serine dehydratase, alpha subunit (EC 4.3.1.17)	rxn00165	1	1	1	1	1	1	1	1	0
Amino Acids and Derivatives	Alanine, serine, and glycine	Glycine_and_Serine_Utilization	L-serine dehydratase, beta subunit (EC 4.3.1.17)	rxn00165	1	1	1	1	1	1	1	1	0
Amino Acids and Derivatives	Alanine, serine, and glycine	Glycine_and_Serine_Utilization	Phosphoserine aminotransferase (EC 2.6.1.52)	rxn02914	1	1	1	1	1	1	1	1	0
Amino Acids and Derivatives	Alanine, serine, and glycine	Glycine_and_Serine_Utilization	Phosphoserine aminotransferase (EC 2.6.1.52)	rxn03445	1	1	1	1	1	1	1	1	0
Amino Acids and Derivatives	Alanine, serine, and glycine	Glycine_and_Serine_Utilization	Phosphoserine phosphatase (EC 3.1.3.3)	rxn00420	1	0	1	0	1	1	1	1	0
Amino Acids and Derivatives	Alanine, serine, and glycine	Glycine_and_Serine_Utilization	Serine hydroxymethyltransferase (EC 2.1.2.1)	rxn00692	1	1	1	1	1	1	1	1	0
Amino Acids and Derivatives	Alanine, serine, and glycine	Glycine_and_Serine_Utilization	Serine transporter	rxn05307	1	1	1	1	1	1	1	1	0
Amino Acids and Derivatives	Alanine, serine, and glycine	Glycine_and_Serine_Utilization	Seryl-tRNA synthetase (EC 6.1.1.11)	rxn13782	0	0	0	0	0	1	1	1	0
Amino Acids and Derivatives	Alanine, serine, and glycine	Glycine_and_Serine_Utilization	Threonine dehydratase, catabolic (EC 4.3.1.19)	rxn00737	1	1	1	1	1	1	1	1	0
Amino Acids and Derivatives	Alanine, serine, and glycine	Glycine_cleavage_system	Aminomethyltransferase (glycine cleavage system T protein) (EC 2.1.2.10)	rxn06600	1	1	1	1	1	1	1	1	0
Amino Acids and Derivatives	Alanine, serine, and glycine	Glycine_cleavage_system	Dihydrolipoamide dehydrogenase (EC 1.8.1.4)	rxn01241	1	1	1	1	1	1	1	1	0
Amino Acids and Derivatives	Alanine, serine, and glycine	Glycine_cleavage_system	Dihydrolipoamide dehydrogenase (EC 1.8.1.4)	rxn06493	1	1	1	0	1	0	1	1	0
Amino Acids and Derivatives	Alanine, serine, and glycine	Glycine_cleavage_system	Glycine cleavage system H protein	rxn06493	1	1	1	0	1	0	1	1	0
Amino Acids and Derivatives	Alanine, serine, and glycine	Glycine_cleavage_system	Glycine cleavage system H protein	rxn06600	1	1	1	1	1	1	1	1	0
Amino Acids and Derivatives	Alanine, serine, and glycine	Glycine_cleavage_system	Glycine dehydrogenase [decarboxylating] (glycine cleavage system P protein) (EC 1.4.4.2)	rxn06377	1	1	1	1	1	1	1	1	0
Amino Acids and Derivatives	Alanine, serine, and glycine	Glycine_cleavage_system	Glycine dehydrogenase [decarboxylating] (glycine cleavage system P protein) (EC 1.4.4.2)	rxn06493	1	1	1	0	1	0	1	1	0
Amino Acids and Derivatives	Alanine, serine, and glycine	Glycine_cleavage_system	Glycine dehydrogenase [decarboxylating] (glycine cleavage system P1 protein) (EC 1.4.4.2)	rxn06377	1	1	1	1	1	1	1	1	0
Amino Acids and Derivatives	Alanine, serine, and glycine	Glycine_cleavage_system	Glycine dehydrogenase [decarboxylating] (glycine cleavage system P1 protein) (EC 1.4.4.2)	rxn06493	1	1	1	0	1	0	1	1	0
Amino Acids and Derivatives	Alanine, serine, and glycine	Glycine_cleavage_system	Glycine dehydrogenase [decarboxylating] (glycine cleavage system P2 protein) (EC 1.4.4.2)	rxn06377	1	1	1	1	1	1	1	1	0
Amino Acids and Derivatives	Alanine, serine, and glycine	Glycine_cleavage_system	Glycine dehydrogenase [decarboxylating] (glycine cleavage system P2 protein) (EC 1.4.4.2)	rxn06493	1	1	1	0	1	0	1	1	0
Amino Acids and Derivatives	Alanine, serine, and glycine	Glycine_cleavage_system	L-serine dehydratase (EC 4.3.1.17)	rxn00165	1	1	1	1	1	1	1	1	0
Amino Acids and Derivatives	Alanine, serine, and glycine	Glycine_cleavage_system	Serine hydroxymethyltransferase (EC 2.1.2.1)	rxn00692	1	1	1	1	1	1	1	1	0
Amino Acids and Derivatives	Alanine, serine, and glycine	Serine_Biosynthesis	D-3-phosphoglycerate dehydrogenase (EC 1.1.1.95)	rxn01101	1	1	1	1	1	1	1	1	0
Amino Acids and Derivatives	Alanine, serine, and glycine	Serine_Biosynthesis	Phosphoserine aminotransferase (EC 2.6.1.52)	rxn02914	1	1	1	1	1	1	1	1	0
Amino Acids and Derivatives	Alanine, serine, and glycine	Serine_Biosynthesis	Phosphoserine aminotransferase (EC 2.6.1.52)	rxn03445	1	1	1	1	1	1	1	1	0
Amino Acids and Derivatives	Alanine, serine, and glycine	Serine_Biosynthesis	Phosphoserine aminotransferase, putative (EC 2.6.1.52)	rxn02914	1	1	1	1	1	1	1	1	0
Amino Acids and Derivatives	Alanine, serine, and glycine	Serine_Biosynthesis	Phosphoserine phosphatase (EC 3.1.3.3)	rxn00420	1	0	1	0	1	1	1	1	0
Amino Acids and Derivatives	Alanine, serine, and glycine	Serine_Biosynthesis	Serine hydroxymethyltransferase (EC 2.1.2.1)	rxn00692	1	1	1	1	1	1	1	1	0
Amino Acids and Derivatives	Arginine; urea cycle, polyamines	Arginine_Biosynthesis	Acetylglutamate kinase (EC 2.7.2.8)	rxn01917	0	1	0	0	1	1	1	1	0
Amino Acids and Derivatives	Arginine; urea cycle, polyamines	Arginine_Biosynthesis	Acetylornithine aminotransferase (EC 2.6.1.11)	rxn01637	1	1	1	0	1	1	1	1	0
Amino Acids and Derivatives	Arginine; urea cycle, polyamines	Arginine_Biosynthesis	Acetylornithine deacetylase (EC 3.5.1.16)	rxn00469	0	0	0	0	0	0	0	1	0
Amino Acids and Derivatives	Arginine; urea cycle, polyamines	Arginine_Biosynthesis	Argininosuccinate lyase (EC 4.3.2.1)	rxn00802	1	1	1	1	1	1	1	1	0
Amino Acids and Derivatives	Arginine; urea cycle, polyamines	Arginine_Biosynthesis	Argininosuccinate synthase (EC 6.3.4.5)	rxn01434	1	1	1	1	1	1	1	1	0
Amino Acids and Derivatives	Arginine; urea cycle, polyamines	Arginine_Biosynthesis	N-acetyl-gamma-glutamyl-phosphate reductase (EC 1.2.1.38)	rxn02465	1	1	1	1	1	1	1	1	0
Amino Acids and Derivatives	Arginine; urea cycle, polyamines	Arginine_Biosynthesis	N-acetylglutamate synthase (EC 2.3.1.1)	rxn00192	1	1	1	1	1	1	1	1	0
Amino Acids and Derivatives	Arginine; urea cycle, polyamines	Arginine_Biosynthesis	Ornithine carbamoyltransferase (EC 2.1.3.3)	rxn01019	0	1	0	0	1	1	1	1	0
Amino Acids and Derivatives	Arginine; urea cycle, polyamines	Arginine_Biosynthesis_extended	Acetylglutamate kinase (EC 2.7.2.8)	rxn01917	0	1	0	0	1	1	1	1	0
Amino Acids and Derivatives	Arginine; urea cycle, polyamines	Arginine_Biosynthesis_extended	Acetylornithine aminotransferase (EC 2.6.1.11)	rxn01637	1	1	1	0	1	1	1	1	0
Amino Acids and Derivatives	Arginine; urea cycle, polyamines	Arginine_Biosynthesis_extended	Acetylornithine aminotransferase 1 (EC 2.6.1.11)	rxn01637	1	1	1	0	1	1	1	1	0
Amino Acids and Derivatives	Arginine; urea cycle, polyamines	Arginine_Biosynthesis_extended	Acetylornithine deacetylase (EC 3.5.1.16)	rxn00469	0	0	0	0	0	0	0	1	0
Amino Acids and Derivatives	Arginine; urea cycle, polyamines	Arginine_Biosynthesis_extended	Argininosuccinate lyase (EC 4.3.2.1)	rxn00802	1	1	1	1	1	1	1	1	0
Amino Acids and Derivatives	Arginine; urea cycle, polyamines	Arginine_Biosynthesis_extended	Argininosuccinate synthase (EC 6.3.4.5)	rxn01434	1	1	1	1	1	1	1	1	0
Amino Acids and Derivatives	Arginine; urea cycle, polyamines	Arginine_Biosynthesis_extended	N-acetyl-gamma-glutamyl-phosphate reductase (EC 1.2.1.38)	rxn02465	1	1	1	1	1	1	1	1	0
Amino Acids and Derivatives	Arginine; urea cycle, polyamines	Arginine_Biosynthesis_extended	N-acetylglutamate synthase (EC 2.3.1.1)	rxn00192	1	1	1	1	1	1	1	1	0
Amino Acids and Derivatives	Arginine; urea cycle, polyamines	Arginine_Biosynthesis_extended	N-acetylornithine carbamoyltransferase (EC 2.1.3.9)	rxn05012	0	0	0	0	0	0	0	1	0
Amino Acids and Derivatives	Arginine; urea cycle, polyamines	Arginine_Biosynthesis_extended	N-succinyl-L,L-diaminopimelate desuccinylase (EC 3.5.1.18)	rxn01973	1	1	1	1	1	1	1	1	0
Amino Acids and Derivatives	Arginine; urea cycle, polyamines	Arginine_Biosynthesis_extended	Ornithine carbamoyltransferase (EC 2.1.3.3)	rxn01019	0	1	0	0	1	1	1	1	0
Amino Acids and Derivatives	Arginine; urea cycle, polyamines	Arginine_Deiminase_Pathway	Ornithine carbamoyltransferase (EC 2.1.3.3)	rxn01019	0	1	0	0	1	1	1	1	0
Amino Acids and Derivatives	Arginine; urea cycle, polyamines	Arginine_and_Ornithine_Degradation	Agmatine deiminase (EC 3.5.3.12)	rxn01029	1	1	1	1	1	1	1	1	0
Amino Acids and Derivatives	Arginine; urea cycle, polyamines	Arginine_and_Ornithine_Degradation	Arginine N-succinyltransferase (EC 2.3.1.109)	rxn00601	1	1	1	1	1	1	1	1	0
Amino Acids and Derivatives	Arginine; urea cycle, polyamines	Arginine_and_Ornithine_Degradation	Arginine decarboxylase (EC 4.1.1.19)	rxn00322	0	0	0	0	0	0	0	1	0
Amino Acids and Derivatives	Arginine; urea cycle, polyamines	Arginine_and_Ornithine_Degradation	Arginine decarboxylase (EC 4.1.1.19)	rxn00405	1	1	1	0	1	1	1	1	0
Amino Acids and Derivatives	Arginine; urea cycle, polyamines	Arginine_and_Ornithine_Degradation	Arginine decarboxylase, catabolic (EC 4.1.1.19)	rxn00405	1	1	1	0	1	1	1	1	0
Amino Acids and Derivatives	Arginine; urea cycle, polyamines	Arginine_and_Ornithine_Degradation	Arginine permease RocE	rxn05303	1	1	1	1	1	1	1	1	0
Amino Acids and Derivatives	Arginine; urea cycle, polyamines	Arginine_and_Ornithine_Degradation	Biosynthetic arginine decarboxylase (EC 4.1.1.19)	rxn00405	1	1	1	0	1	1	1	1	0
Amino Acids and Derivatives	Arginine; urea cycle, polyamines	Arginine_and_Ornithine_Degradation	Delta-1-pyrroline-5-carboxylate dehydrogenase (EC 1.5.1.12)	rxn00183	1	0	1	0	0	1	1	1	0
Amino Acids and Derivatives	Arginine; urea cycle, polyamines	Arginine_and_Ornithine_Degradation	Delta-1-pyrroline-5-carboxylate dehydrogenase (EC 1.5.1.12)	rxn00503	1	0	1	0	0	1	1	1	0
Amino Acids and Derivatives	Arginine; urea cycle, polyamines	Arginine_and_Ornithine_Degradation	N-carbamoylputrescine amidase (3.5.1.53)	rxn00853	1	0	1	0	0	1	0	1	0
Amino Acids and Derivatives	Arginine; urea cycle, polyamines	Arginine_and_Ornithine_Degradation	NADP-specific glutamate dehydrogenase (EC 1.4.1.4)	rxn00184	1	1	1	1	1	1	1	1	0
Amino Acids and Derivatives	Arginine; urea cycle, polyamines	Arginine_and_Ornithine_Degradation	Ornithine carbamoyltransferase (EC 2.1.3.3)	rxn01019	0	1	0	0	1	1	1	1	0
Amino Acids and Derivatives	Arginine; urea cycle, polyamines	Arginine_and_Ornithine_Degradation	Ornithine decarboxylase (EC 4.1.1.17)	rxn00470	0	0	0	0	0	0	0	1	0
Amino Acids and Derivatives	Arginine; urea cycle, polyamines	Arginine_and_Ornithine_Degradation	Succinylarginine dihydrolase (EC 3.5.3.23)	rxn02927	1	1	1	1	1	1	1	1	0
Amino Acids and Derivatives	Arginine; urea cycle, polyamines	Arginine_and_Ornithine_Degradation	Succinylglutamate desuccinylase (EC 3.5.1.96)	rxn00291	1	1	1	1	1	1	1	1	0
Amino Acids and Derivatives	Arginine; urea cycle, polyamines	Arginine_and_Ornithine_Degradation	Succinylglutamic semialdehyde dehydrogenase (EC 1.2.1.71)	rxn03422	1	1	1	1	1	1	1	1	0
Amino Acids and Derivatives	Arginine; urea cycle, polyamines	Arginine_and_Ornithine_Degradation	Succinylornithine transaminase (EC 2.6.1.81)	rxn02944	0	0	0	0	0	0	0	1	0
Amino Acids and Derivatives	Arginine; urea cycle, polyamines	Cyanophycin_Metabolism	Asparagine synthetase [glutamine-hydrolyzing] (EC 6.3.5.4)	rxn00416	1	1	1	1	1	1	1	1	0
Amino Acids and Derivatives	Arginine; urea cycle, polyamines	Cyanophycin_Metabolism	Glutamate--cysteine ligase (EC 6.3.2.2)	rxn00646	1	1	1	1	1	1	1	1	0
Amino Acids and Derivatives	Arginine; urea cycle, polyamines	Polyamine_Metabolism	4-aminobutyraldehyde dehydrogenase (EC 1.2.1.19)	rxn01851	0	0	0	0	0	1	1	1	0
Amino Acids and Derivatives	Arginine; urea cycle, polyamines	Polyamine_Metabolism	5'-methylthioadenosine nucleosidase (EC 3.2.2.16)	rxn00143	1	1	1	0	1	1	1	1	0
Amino Acids and Derivatives	Arginine; urea cycle, polyamines	Polyamine_Metabolism	5'-methylthioadenosine nucleosidase (EC 3.2.2.16)	rxn01021	1	1	1	0	1	1	1	1	0
Amino Acids and Derivatives	Arginine; urea cycle, polyamines	Polyamine_Metabolism	Agmatine deiminase (EC 3.5.3.12)	rxn01029	1	1	1	1	1	1	1	1	0
Amino Acids and Derivatives	Arginine; urea cycle, polyamines	Polyamine_Metabolism	Arginine decarboxylase (EC 4.1.1.19)	rxn00322	0	0	0	0	0	0	0	1	0
Amino Acids and Derivatives	Arginine; urea cycle, polyamines	Polyamine_Metabolism	Arginine decarboxylase (EC 4.1.1.19)	rxn00405	1	1	1	0	1	1	1	1	0
Amino Acids and Derivatives	Arginine; urea cycle, polyamines	Polyamine_Metabolism	Arginine decarboxylase, catabolic (EC 4.1.1.19)	rxn00405	1	1	1	0	1	1	1	1	0
Amino Acids and Derivatives	Arginine; urea cycle, polyamines	Polyamine_Metabolism	Biosynthetic arginine decarboxylase (EC 4.1.1.19)	rxn00405	1	1	1	0	1	1	1	1	0
Amino Acids and Derivatives	Arginine; urea cycle, polyamines	Polyamine_Metabolism	N-carbamoylputrescine amidase (3.5.1.53)	rxn00853	1	0	1	0	0	1	0	1	0
Amino Acids and Derivatives	Arginine; urea cycle, polyamines	Polyamine_Metabolism	Ornithine decarboxylase (EC 4.1.1.17)	rxn00470	0	0	0	0	0	0	0	1	0
Amino Acids and Derivatives	Arginine; urea cycle, polyamines	Polyamine_Metabolism	Putrescine/proton symporter, putrescine/ornithine antiporter PotE	rxn05687	1	1	1	1	1	1	1	1	0
Amino Acids and Derivatives	Arginine; urea cycle, polyamines	Putrescine_utilization_pathways	4-aminobutyraldehyde dehydrogenase (EC 1.2.1.19)	rxn01851	0	0	0	0	0	1	1	1	0
Amino Acids and Derivatives	Arginine; urea cycle, polyamines	Putrescine_utilization_pathways	Gamma-glutamyl-aminobutyraldehyde dehydrogenase (EC 1.2.1.-)	rxn05126	0	0	0	0	0	0	0	1	0
Amino Acids and Derivatives	Arginine; urea cycle, polyamines	Putrescine_utilization_pathways	Gamma-glutamyl-aminobutyraldehyde dehydrogenase (EC 1.2.1.-)	rxn05127	0	0	0	0	0	0	0	1	0
Amino Acids and Derivatives	Aromatic amino acids and derivatives	Aminotransferases:Aromatic_Pathway_and_More,_A_work_in_progress	Aromatic-amino-acid aminotransferase (EC 2.6.1.57)	rxn00493	1	1	1	1	1	1	1	1	0
Amino Acids and Derivatives	Aromatic amino acids and derivatives	Aminotransferases:Aromatic_Pathway_and_More,_A_work_in_progress	Aspartate aminotransferase (EC 2.6.1.1)	rxn00260	1	1	1	1	1	1	1	1	0
Amino Acids and Derivatives	Aromatic amino acids and derivatives	Aminotransferases:Aromatic_Pathway_and_More,_A_work_in_progress	Aspartate aminotransferase (EC 2.6.1.1)	rxn00527	1	1	1	1	1	1	1	1	0
Amino Acids and Derivatives	Aromatic amino acids and derivatives	Aminotransferases:Aromatic_Pathway_and_More,_A_work_in_progress	Aspartate aminotransferase (EC 2.6.1.1)	rxn02339	0	0	0	0	0	0	1	1	0
Amino Acids and Derivatives	Aromatic amino acids and derivatives	Aminotransferases:Aromatic_Pathway_and_More,_A_work_in_progress	Biosynthetic Aromatic amino acid aminotransferase alpha (EC 2.6.1.57)	rxn00493	1	1	1	1	1	1	1	1	0
Amino Acids and Derivatives	Aromatic amino acids and derivatives	Aminotransferases:Aromatic_Pathway_and_More,_A_work_in_progress	Biosynthetic Aromatic amino acid aminotransferase alpha (EC 2.6.1.57)	rxn00527	1	1	1	1	1	1	1	1	0
Amino Acids and Derivatives	Aromatic amino acids and derivatives	Aminotransferases:Aromatic_Pathway_and_More,_A_work_in_progress	Biosynthetic Aromatic amino acid aminotransferase alpha (EC 2.6.1.57)	rxn01270	0	0	0	0	0	0	0	1	0
Amino Acids and Derivatives	Aromatic amino acids and derivatives	Aminotransferases:Aromatic_Pathway_and_More,_A_work_in_progress	Biosynthetic Aromatic amino acid aminotransferase beta (EC 2.6.1.57)	rxn00493	1	1	1	1	1	1	1	1	0
Amino Acids and Derivatives	Aromatic amino acids and derivatives	Aminotransferases:Aromatic_Pathway_and_More,_A_work_in_progress	Biosynthetic Aromatic amino acid aminotransferase beta (EC 2.6.1.57)	rxn00527	1	1	1	1	1	1	1	1	0
Amino Acids and Derivatives	Aromatic amino acids and derivatives	Aminotransferases:Aromatic_Pathway_and_More,_A_work_in_progress	Biosynthetic Aromatic amino acid aminotransferase beta (EC 2.6.1.57)	rxn01270	0	0	0	0	0	0	0	1	0
